quality,acidity,alcohol,chlorides,density,sugar,sulfates,type
7,0.42,11.7,0.116,0.997,2.95,0.75,red
7,0.43,10.4,0.109,1,3.1,0.85,red
6,0.38,9.8,0.088,1.001,2.6,0.68,red
5,0.7,9.4,0.099,0.9973,2,0.7,red
6,0.45,9.9,0.086,0.9982,2.6,0.91,red
5,0.58,10,0.072,0.9992,2.5,0.56,red
5,0.46,10.2,0.071,0.9988,2,0.87,red
7,0.615,10,0.083,1.0022,5.8,0.73,red
6,0.42,11.8,0.107,0.9979,3.4,0.93,red
7,0.615,10,0.083,1.0022,5.8,0.73,red
5,0.575,9,0.076,1,2.6,0.69,red
5,0.34,9.4,0.159,0.9998,2.8,0.64,red
7,0.27,12,0.074,0.9962,2.4,1.13,red
5,0.765,9.9,0.063,0.9975,2.3,0.78,red
6,0.24,8.7,0.056,0.9967,1.6,0.87,red
6,0.28,10.6,0.067,0.9967,1.8,1.04,red
5,0.55,9.2,0.106,0.9959,2.2,0.63,red
6,0.41,10.8,0.089,1.0014,3.8,0.81,red
7,0.54,11.8,0.124,0.9984,4.4,0.83,red
6,0.45,11,0.078,1.0003,3,1.11,red
7,0.27,12,0.074,0.9962,2.4,1.13,red
6,0.625,13.3,0.088,0.9988,6.2,0.99,red
6,0.42,10.8,0.094,0.9979,2.5,0.7,red
6,0.26,9.4,0.08,0.9974,2,0.8,red
6,0.415,10,0.085,1.0014,2.9,0.8,red
6,0.26,9.4,0.08,0.9974,2,0.8,red
6,0.26,9.4,0.08,0.9974,2,0.8,red
5,0.51,9.2,0.087,0.998,2.1,0.74,red
6,0.63,9.7,0.09,0.9979,2.4,0.76,red
6,0.54,9.2,0.088,0.9981,2,0.74,red
6,0.66,9.6,0.079,0.9972,1.9,0.54,red
6,0.46,9.2,0.088,0.9981,1.9,0.74,red
7,0.38,10,0.096,0.9982,2.5,0.7,red
8,0.85,12.9,0.045,0.9924,1.4,0.82,red
6,0.415,10,0.085,1.0014,2.9,0.8,red
5,0.37,9.5,0.082,0.998,2,0.51,red
5,0.665,9.1,0.112,0.997,2,0.54,red
5,0.6,9.9,0.063,0.9997,2.3,0.57,red
7,0.37,13,0.066,1.0004,4.2,0.6,red
5,0.735,9.9,0.122,0.9994,7.9,0.53,red
6,0.59,11,0.087,0.9988,2.6,0.65,red
6,0.59,11,0.087,0.9988,2.6,0.65,red
5,0.765,9.4,0.064,0.9963,2.3,0.55,red
5,0.735,9.9,0.122,0.9994,7.9,0.53,red
6,0.26,10.8,0.059,0.9949,1.7,0.47,red
6,0.48,10.5,0.085,1,2.6,0.61,red
6,0.6,10.5,0.085,0.9994,2.7,0.63,red
5,0.69,9.1,0.075,0.9974,2.7,0.61,red
6,0.31,10.1,0.059,0.9966,1.4,0.76,red
6,0.44,10.8,0.063,0.9981,2.5,0.65,red
7,0.39,10.8,0.093,0.9996,3,0.63,red
6,0.34,11.3,0.174,0.997,3.7,0.7,red
4,0.46,9.6,0.07,0.9981,4.5,0.57,red
6,0.43,9.5,0.08,0.9987,2.5,0.62,red
5,0.45,9.5,0.08,0.9987,2.4,0.62,red
5,0.735,9.3,0.1,0.9966,1.9,0.64,red
7,0.4,11.7,0.097,0.9986,6.7,0.82,red
5,0.52,9.5,0.087,0.9982,2.7,0.61,red
5,0.725,9.3,0.117,1.0014,6.6,1.07,red
6,0.48,11.7,0.111,0.997,2.2,0.66,red
5,0.58,10.5,0.091,0.9956,1.9,0.48,red
6,0.38,10.4,0.121,0.9996,2,0.76,red
5,0.77,9.9,0.066,0.9976,1.8,0.68,red
7,0.56,11.8,0.089,0.9972,2.4,0.73,red
7,0.84,12.3,0.059,0.9952,2.3,0.56,red
5,0.96,10.9,0.047,0.9955,2,0.44,red
7,0.24,11,0.066,0.9978,2.1,0.9,red
5,0.96,10.9,0.047,0.9955,2,0.44,red
7,0.84,12.3,0.059,0.9952,2.3,0.56,red
6,0.67,11.4,0.045,0.9949,2.1,0.49,red
6,0.78,10.6,0.077,0.9988,1.9,0.56,red
5,0.52,9.3,0.07,0.9978,1.3,0.6,red
6,0.84,10.4,0.088,0.9997,2.4,0.6,red
7,0.24,11,0.066,0.9978,2.1,0.9,red
5,0.55,9.2,0.074,0.9974,2.2,0.56,red
6,0.37,12.8,0.078,0.9958,2.3,0.65,red
5,0.39,9.5,0.091,1.0004,2.3,0.49,red
6,0.41,9.9,0.076,0.9996,3.2,0.89,red
5,0.39,9.5,0.091,1.0004,2.3,0.49,red
6,0.67,10.2,0.06,0.9958,2,0.56,red
6,0.45,11.2,0.066,0.9986,3.2,0.66,red
6,0.41,9.9,0.076,0.9996,3.2,0.89,red
5,0.62,9.3,0.062,0.9951,1.5,0.6,red
8,0.31,9.8,0.072,0.9987,2.2,0.82,red
6,0.4,11.3,0.068,0.9988,2.15,0.68,red
7,0.685,11.2,0.1,1.0032,3.7,0.68,red
7,0.44,11.6,0.077,0.9963,2.7,0.63,red
7,0.57,12.5,0.054,0.9934,1.7,0.84,red
6,0.735,10.1,0.079,0.9986,2.1,0.56,red
5,0.38,10.5,0.081,0.9996,2.6,0.73,red
5,0.48,11.2,0.127,0.9968,2.1,0.72,red
6,0.53,10.2,0.1,0.9967,2,0.56,red
6,0.39,10.8,0.095,0.9994,2.8,0.61,red
6,0.39,10.8,0.095,0.9994,2.8,0.61,red
6,0.37,9.1,0.413,0.9979,1.8,1.06,red
6,0.56,10,0.084,0.9968,1.7,0.63,red
7,0.33,11.2,0.084,0.9998,2.8,0.74,red
5,0.23,11.1,0.063,0.9952,1.6,0.63,red
8,0.62,13.4,0.086,0.9988,5.2,0.69,red
5,0.59,10.3,0.095,0.9986,2.3,0.58,red
5,0.63,9.6,0.097,0.9988,2.7,0.58,red
7,0.33,11.2,0.084,0.9998,2.8,0.74,red
3,0.58,9,0.074,1.0008,2.2,0.57,red
6,0.43,11.3,0.083,0.9976,2.3,0.61,red
5,0.615,9.3,0.087,0.9982,2.6,0.61,red
5,0.26,11.8,0.085,0.997,2.55,0.61,red
5,0.66,9,0.098,0.9972,2.2,0.53,red
6,0.315,9.2,0.084,0.9987,2.1,0.7,red
5,0.29,9.7,0.098,1.0006,2.9,0.91,red
6,0.5,11.5,0.069,0.9982,2,0.72,red
6,0.46,14,0.065,0.9947,2.6,0.79,red
6,0.36,9.2,0.09,1,2.1,0.62,red
5,0.82,9.8,0.07,0.9952,1.2,0.58,red
5,0.32,10.6,0.093,0.9996,2.6,0.61,red
6,0.54,11.4,0.081,0.997,2.4,0.71,red
6,0.37,10.4,0.083,0.9995,2.6,0.82,red
5,0.35,10.6,0.062,0.9971,2.1,0.79,red
6,0.28,9.4,0.08,0.9982,1.7,0.89,red
5,0.68,10.2,0.087,0.9988,2.2,0.6,red
5,0.27,9.7,0.091,0.998,2,0.7,red
6,0.24,11,0.075,0.9977,1.8,1.06,red
5,0.68,10.2,0.087,0.9988,2.2,0.6,red
6,0.685,10.1,0.077,0.9984,2.7,0.7,red
5,0.28,9.2,0.069,1.0026,15.5,0.66,red
8,0.3,11.7,0.08,0.9964,2.8,0.92,red
5,0.36,9.4,0.152,0.9986,2.2,1.05,red
5,0.36,9.4,0.152,0.9986,2.2,1.06,red
6,0.44,13.4,0.114,0.997,4.1,0.66,red
5,0.67,10,0.054,0.9976,1.9,0.47,red
5,0.67,10,0.054,0.9976,1.9,0.47,red
6,0.645,10,0.053,0.9982,1.8,0.42,red
7,0.32,10.8,0.081,1.0002,2.8,0.92,red
6,0.39,10.2,0.073,0.9984,2.6,0.75,red
6,0.775,10.6,0.078,0.9984,2.8,0.67,red
7,0.41,13.3,0.055,0.9952,2.5,0.79,red
7,0.4,13.4,0.052,0.995,2.6,0.9,red
6,0.69,11.6,0.086,1.0002,3,0.74,red
6,0.39,12.1,0.051,0.9952,8.3,0.55,red
8,0.35,11,0.07,0.9972,2.6,0.65,red
6,0.52,9,0.081,0.9984,1.9,0.65,red
5,0.34,11.1,0.09,0.9966,2.5,0.79,red
8,0.35,11,0.07,0.9972,2.6,0.65,red
6,0.69,11.6,0.086,1.0002,3,0.74,red
6,0.52,9,0.081,0.9984,1.9,0.65,red
7,0.44,12,0.074,0.999,6.55,0.85,red
7,0.44,12,0.074,0.999,6.55,0.85,red
7,0.26,10.9,0.078,0.9976,1.9,1.04,red
7,0.24,10.8,0.077,0.9976,1.8,1.05,red
7,0.49,12.5,0.072,0.9968,2.9,0.78,red
7,0.24,10.8,0.075,0.9976,1.8,1.02,red
6,0.67,9.5,0.084,1,2.3,0.71,red
6,0.59,10.2,0.09,0.9994,2.2,0.63,red
7,0.29,11.4,0.084,0.9986,2.8,0.68,red
5,0.42,9.5,0.073,0.9978,4.6,0.61,red
6,0.59,10.2,0.09,0.9994,2.2,0.63,red
6,0.4,9.7,0.125,0.998,2.1,0.81,red
7,0.51,11.8,0.107,0.9973,2.4,0.66,red
7,0.51,11.8,0.107,0.9973,2.4,0.66,red
5,0.655,9.3,0.122,1.001,6.1,1.14,red
6,0.6,11.9,0.1,1.001,4.3,0.74,red
3,0.61,8.4,0.2,0.9994,2.1,0.63,red
6,0.21,11.7,0.088,0.9972,2.8,0.68,red
5,0.365,11,0.088,0.9966,2.5,0.78,red
6,0.25,10,0.088,0.9982,2.7,0.9,red
5,0.41,9.1,0.088,0.998,2,0.64,red
5,0.39,9.8,0.099,0.9979,2.3,0.99,red
5,0.4,9.4,0.085,0.9978,2.5,0.55,red
5,0.43,9.5,0.086,0.9976,2.4,0.64,red
5,0.64,9.9,0.105,0.9998,2.8,0.67,red
5,0.365,11,0.088,0.9966,2.5,0.78,red
6,0.38,11.4,0.097,0.9962,2.5,0.77,red
6,0.42,8.7,0.084,0.9988,2.6,0.75,red
5,0.63,9.4,0.077,0.9974,2.4,0.57,red
6,0.22,10.3,0.078,0.999,2.1,0.87,red
5,0.38,10.3,0.098,1.0004,2.7,0.61,red
5,0.38,10.3,0.098,1.0004,2.7,0.61,red
6,0.27,12.8,0.072,0.9956,2.1,0.66,red
6,0.48,10,0.102,1,2.7,0.56,red
6,0.22,10.3,0.078,0.999,2.1,0.87,red
5,0.63,9.4,0.077,0.9974,2.4,0.57,red
6,0.825,10.7,0.084,0.9972,2.1,0.77,red
7,0.35,12,0.066,1.0014,5.8,0.66,red
5,0.5,11.2,0.1,0.9996,5.15,0.62,red
5,0.59,9.6,0.101,0.9988,3.3,0.67,red
6,0.46,11,0.064,0.9988,6.3,0.73,red
5,0.715,9.9,0.07,0.9966,2.1,0.59,red
6,0.66,11,0.085,0.9993,2.5,0.72,red
6,0.31,8.4,0.075,1.0008,1.8,0.79,red
5,0.47,9.1,0.094,0.9982,2.6,0.59,red
6,0.55,9.5,0.078,0.9983,2,0.78,red
6,0.31,10.7,0.067,0.9987,2.5,0.86,red
6,0.35,10.4,0.079,0.9994,2.6,0.75,red
6,0.53,9.4,0.171,0.9975,1.9,0.61,red
6,0.51,9.5,0.074,0.9958,2.1,0.56,red
6,0.43,10,0.092,0.998,2.8,0.73,red
6,0.46,10,0.092,0.998,2.7,0.74,red
5,1.04,11.5,0.05,0.9934,1.6,0.62,red
5,0.645,11.1,0.095,1.00315,4.2,0.74,red
5,0.645,11.1,0.095,1.00315,4.2,0.74,red
6,0.53,11.7,0.118,1.0002,4.6,0.56,red
5,0.645,11.1,0.095,1.00315,4.2,0.74,red
6,0.53,11.7,0.118,1.0002,4.6,0.56,red
6,0.47,12.7,0.085,1.0021,4.3,0.68,red
5,0.6,11.4,0.075,0.9994,2.8,0.57,red
5,0.44,9.2,0.078,0.9978,2.4,0.58,red
5,0.54,9.2,0.094,0.9982,2.9,0.61,red
6,0.29,10.1,0.092,0.9971,2.7,0.61,red
6,0.47,12.7,0.085,1.0021,4.3,0.68,red
5,0.6,11.4,0.075,0.9994,2.8,0.57,red
6,0.7,9,0.226,0.9991,2.5,0.6,red
6,0.7,9,0.226,0.9991,2.5,0.6,red
6,0.5,10.7,0.25,0.999,2.6,0.79,red
6,0.36,11.7,0.095,0.9946,2.2,0.57,red
6,0.35,11,0.07,1.0003,3.3,0.91,red
6,0.36,11.7,0.095,0.9946,2.2,0.57,red
5,0.24,10.4,0.075,0.9978,2.4,0.61,red
4,0.59,9.6,0.07,0.9991,2.1,0.56,red
6,0.34,10,0.078,0.9992,3.2,0.7,red
6,0.27,10.2,0.079,0.9993,3.1,0.8,red
4,0.5,10,0.103,0.9978,2.3,0.52,red
5,0.44,9.5,0.083,0.9982,2.8,0.6,red
5,0.47,9.8,0.085,0.9982,2.9,0.6,red
6,0.31,9.8,0.063,0.9976,2.2,0.51,red
5,0.5,9.6,0.089,1.0002,2.2,0.44,red
5,0.5,9.6,0.089,1.0002,2.2,0.44,red
5,0.49,9.2,0.083,1,2.2,0.43,red
7,0.28,9.9,0.074,0.9976,1.9,0.66,red
7,0.33,10.7,0.093,1.0002,3.4,0.76,red
6,0.51,9.6,0.091,0.998,2.4,0.66,red
7,0.31,10.6,0.094,0.9986,2.7,1.02,red
5,0.73,9.3,0.108,0.9967,1.9,0.59,red
8,0.42,14,0.06,0.9917,2,0.74,red
7,0.29,10.5,0.059,0.9976,2.6,0.74,red
5,0.45,9.7,0.084,0.9987,2.6,0.57,red
6,0.39,11.5,0.07,0.9922,1.7,0.5,red
5,0.45,9.7,0.084,0.9987,2.6,0.57,red
5,0.49,9,0.094,1.0004,3.5,0.58,red
5,0.72,9.5,0.096,0.9978,2.6,0.53,red
5,0.595,9.3,0.086,0.9998,7.9,0.57,red
6,0.4,9.3,0.059,0.9994,2,0.6,red
6,0.58,10,0.071,0.998,1.9,0.63,red
6,0.585,9.8,0.078,0.9967,2.1,0.48,red
6,0.59,9.3,0.082,1,2.3,0.7,red
4,0.915,10,0.088,0.9962,2.1,0.47,red
6,0.46,9,0.071,1.0006,2.2,0.56,red
5,0.835,9.3,0.081,0.9975,2.6,0.52,red
6,0.46,9,0.071,1.0006,2.2,0.56,red
6,0.58,9.1,0.096,0.9984,2.9,0.62,red
6,0.6,9.2,0.085,0.9984,2.6,0.59,red
7,0.41,12.2,0.072,0.9973,4.6,0.79,red
6,0.48,10.5,0.092,0.9982,3.3,0.53,red
6,0.65,10.4,0.11,1.0026,5.1,0.64,red
6,0.36,12.7,0.075,0.9956,3.2,0.52,red
5,0.24,9.2,0.083,0.9983,2.5,0.54,red
5,0.38,9.4,0.081,1.0006,2.7,0.54,red
6,0.64,10,0.077,0.9965,2.4,0.6,red
5,0.39,9.8,0.058,0.9962,1.5,0.74,red
6,0.755,10.2,0.148,0.9969,2.2,1.36,red
5,0.6,9.7,0.079,0.9997,2.3,0.57,red
5,0.6,9.7,0.079,0.9997,2.3,0.57,red
6,0.31,9.8,0.079,0.9982,2.2,0.93,red
5,0.46,10.2,0.122,1.0006,2.7,0.7,red
5,0.37,9.3,0.088,0.9988,2.3,0.8,red
5,0.54,9.4,0.076,0.9976,3.4,0.61,red
5,0.56,9.4,0.078,0.9976,3.4,0.62,red
5,0.58,9.5,0.08,0.9974,1.9,0.55,red
6,0.51,12.1,0.077,0.9974,2.9,0.96,red
5,0.69,10.2,0.124,0.9997,5.6,0.72,red
5,0.69,10.2,0.124,0.9997,5.6,0.72,red
5,0.6,9.1,0.098,0.9988,2.2,0.49,red
5,0.6,9.1,0.098,0.9988,2.2,0.49,red
6,0.54,9.3,0.097,0.9976,2.5,0.6,red
5,0.685,9.3,0.111,0.9964,2.3,0.61,red
6,0.54,9.3,0.097,0.9976,2.5,0.6,red
5,0.28,9.5,0.105,0.9988,2.7,0.63,red
6,0.41,10.5,0.087,0.9964,3,0.57,red
4,0.935,11.3,0.105,1.001,3.4,0.64,red
5,0.35,9.5,0.073,0.9964,1.9,0.58,red
5,0.84,9.7,0.065,0.9954,1.4,0.55,red
5,0.88,9.4,0.086,0.9979,2.4,0.53,red
5,0.885,9.4,0.084,0.9978,2.3,0.53,red
7,0.915,10.2,0.143,0.9964,2.2,0.65,red
6,0.29,10.3,0.067,0.997,1.9,1.36,red
5,0.54,9.4,0.071,0.9991,2.3,0.62,red
5,0.59,9.5,0.071,0.9992,2.3,0.63,red
5,0.54,9.4,0.071,0.9991,2.3,0.62,red
5,0.59,9.5,0.071,0.9992,2.3,0.63,red
5,0.54,9.4,0.071,0.9991,2.3,0.62,red
7,0.64,10.1,0.115,0.9984,6,0.69,red
5,0.67,10.1,0.107,0.9972,3.6,0.63,red
4,0.845,11,0.07,0.9967,2.2,0.58,red
7,0.48,11.2,0.066,0.9964,2.8,0.67,red
6,0.42,11.3,0.068,0.9948,8.6,0.57,red
5,0.43,9.6,0.106,0.9986,2.2,0.5,red
5,0.88,11.2,0.104,1.001,2.5,0.67,red
5,0.36,14.9,0.096,0.9976,7.5,0.84,red
6,0.33,12,0.079,0.9976,2.8,0.54,red
5,0.47,9.5,0.074,0.9979,2.4,0.46,red
5,0.55,9.4,0.087,1.0004,2.9,0.61,red
5,0.43,9.6,0.106,0.9986,2.2,0.5,red
7,0.5,10.5,0.073,0.998,1.4,0.68,red
6,0.52,9.6,0.074,0.9973,1.4,0.81,red
4,0.84,11,0.096,0.997,4.4,0.57,red
6,0.52,9.6,0.074,0.9973,1.4,0.81,red
5,0.42,9,0.08,0.9978,1.6,0.64,red
6,0.57,9.6,0.076,0.9972,1.6,0.7,red
6,0.28,10.2,0.05,0.9974,1.8,0.79,red
5,0.4,10.2,0.092,1,2,0.66,red
5,0.59,9.7,0.084,0.9981,2,0.56,red
6,0.49,9.5,0.222,0.998,1.8,0.6,red
6,0.34,9.2,0.082,0.9988,2,0.66,red
5,0.73,11,0.059,0.9966,2.3,0.57,red
6,0.34,9.2,0.082,0.9988,2,0.66,red
5,0.4,10,0.083,0.9959,2.5,0.58,red
5,0.73,9.5,0.074,0.9968,1.7,0.52,red
5,1.24,9.5,0.079,0.998,2,0.53,red
5,0.73,9.5,0.074,0.9968,1.7,0.52,red
6,0.4,9.3,0.084,0.9984,2.2,0.67,red
5,0.41,10.2,0.064,0.9984,2.2,0.65,red
6,0.4,9.3,0.084,0.9984,2.2,0.67,red
5,0.8,9.9,0.084,0.9979,2.3,0.48,red
5,0.78,10,0.081,0.9983,2.6,0.53,red
5,0.26,9.6,0.06,0.9972,3.3,0.54,red
5,0.43,9,0.07,1.0004,1.9,0.49,red
6,0.45,10.2,0.094,0.9962,2.2,0.49,red
5,0.46,9.8,0.078,0.998,2.25,0.54,red
5,0.78,11.3,0.059,0.997,2.6,0.56,red
5,0.98,9.4,0.078,0.998,2.3,0.48,red
5,0.78,11.3,0.059,0.997,2.6,0.56,red
5,0.65,9.1,0.07,0.997,1.8,0.6,red
5,0.64,9.7,0.095,0.9998,3.1,0.59,red
5,0.66,9.4,0.039,0.9962,1.6,0.47,red
5,0.38,9.4,0.157,0.9976,1.8,1.05,red
3,1.185,10.7,0.097,0.9966,4.25,0.54,red
5,0.92,9.8,0.087,0.9998,2.6,0.54,red
5,0.49,9,0.422,0.9979,2,1.17,red
5,0.48,9.4,0.084,0.9984,2.8,0.62,red
5,0.47,9.4,0.084,0.9984,2.7,0.61,red
6,0.47,12.8,0.034,0.9921,1.3,0.62,red
6,0.65,9.5,0.066,0.9972,2.1,0.67,red
6,0.65,9.5,0.066,0.9972,2.1,0.67,red
5,0.615,9.7,0.087,1.0001,3.2,0.53,red
6,0.38,10.8,0.071,0.9986,2.1,0.62,red
6,1.02,10.1,0.076,0.9984,2.9,0.57,red
6,0.65,9.5,0.066,0.9972,2.1,0.67,red
6,0.64,9.4,0.067,0.997,2.1,0.67,red
4,0.38,9.6,0.073,0.9972,2.6,0.7,red
4,0.765,9.7,0.078,0.998,1.6,0.54,red
5,1.035,9.9,0.073,0.999,6,0.49,red
5,0.78,10,0.093,0.9956,2,0.47,red
5,0.49,10.5,0.077,0.9966,3,0.51,red
6,0.545,11.6,0.068,0.996,2.5,0.61,red
6,0.31,10,0.062,0.9983,1.6,0.66,red
5,1.025,10.1,0.08,0.9985,2.8,0.57,red
5,0.565,9.5,0.093,0.9998,3,0.61,red
5,0.69,9.4,0.084,0.9992,3.2,0.45,red
5,0.43,9.4,0.075,0.9976,2.3,0.46,red
5,0.74,9.8,0.078,0.998,2.6,0.51,red
6,0.49,9.2,0.069,0.9967,2.7,0.48,red
5,0.43,9.4,0.075,0.9976,2.3,0.46,red
5,0.46,10,0.079,0.9968,2.6,0.57,red
5,0.56,9.6,0.082,0.9976,2,0.44,red
5,0.66,9.5,0.086,0.9976,3.9,0.54,red
5,0.56,9.6,0.082,0.9976,2,0.44,red
5,0.48,9.2,0.094,0.9982,2.85,0.53,red
5,0.42,10,0.084,0.9968,2.7,0.59,red
5,0.31,9.5,0.053,0.9965,2.2,1.62,red
4,1.115,11.2,0.086,0.9958,3.1,0.6,red
5,0.66,10.4,0.077,0.9976,3,0.55,red
6,0.72,11.1,0.084,0.9994,2.8,0.72,red
5,0.57,9.5,0.067,0.997,1.8,0.68,red
5,0.57,9.5,0.067,0.997,1.8,0.68,red
6,0.865,12.7,0.071,0.995,3.2,0.49,red
5,0.55,9.6,0.387,0.9982,2.3,0.67,red
5,0.875,11.5,0.088,0.9994,3.45,0.52,red
5,0.835,9.6,0.092,0.9966,2.1,0.47,red
5,0.45,9.5,0.082,0.998,2.7,0.6,red
5,0.56,9.3,0.075,0.9987,2,0.62,red
5,0.965,9.5,0.112,0.9963,2.1,0.5,red
5,0.965,9.5,0.112,0.9963,2.1,0.5,red
6,0.59,9.3,0.093,1.0002,2.5,0.65,red
5,0.46,9.2,0.092,0.9983,2.8,0.56,red
5,0.69,9.3,0.088,0.999,2.4,0.6,red
6,0.76,11.5,0.075,0.9965,4.2,0.68,red
5,0.53,9.5,0.078,0.99788,2.6,0.57,red
5,0.615,9.2,0.065,0.9972,1.9,0.65,red
5,0.41,10,0.096,1.00024,2.8,0.53,red
5,0.39,9.5,0.095,1.0001,2.7,0.51,red
6,0.51,9.5,0.07,0.99768,2.1,0.73,red
6,0.34,9,0.08,0.9978,2.5,0.47,red
5,0.33,9.4,0.083,0.99782,2.6,0.48,red
6,0.5,9.6,0.071,0.99761,2.1,0.72,red
6,0.51,9.5,0.07,0.99768,2.1,0.73,red
5,0.65,9.5,0.089,0.99803,2.9,0.55,red
5,0.65,9.5,0.089,0.99803,2.9,0.55,red
5,0.54,9.4,0.097,0.99785,2.5,0.61,red
5,0.65,9.5,0.089,0.99803,2.9,0.55,red
6,0.48,9.1,0.415,0.99656,1.7,1.06,red
6,0.91,10.7,0.058,0.99525,1.9,0.43,red
6,0.98,11.2,0.057,0.99488,2,0.46,red
5,0.87,9.8,0.084,0.99656,2.2,0.5,red
5,0.87,9.8,0.084,0.99656,2.2,0.5,red
5,0.42,9.2,0.092,0.99823,2.5,0.52,red
5,0.58,9.7,0.075,0.99779,2.8,0.57,red
5,0.655,9.6,0.096,0.99738,2,0.42,red
6,0.7,10,0.069,0.99701,1.7,0.53,red
5,0.655,9.6,0.096,0.99738,2,0.42,red
6,0.68,9.5,0.093,0.99888,2.8,0.55,red
6,0.67,9.5,0.091,0.99888,3,0.54,red
5,0.59,9.4,0.089,0.99738,2.9,0.54,red
5,0.6,9.5,0.103,0.99938,2.7,0.62,red
6,0.59,9.7,0.082,0.99744,2.3,0.53,red
5,0.72,9.6,0.076,0.99668,1.9,0.54,red
6,0.59,9.7,0.082,0.99744,2.3,0.53,red
5,0.685,9.4,0.082,0.9978,2.4,0.55,red
5,0.57,9.4,0.082,0.99782,2.3,0.55,red
6,0.4,9.5,0.157,0.9973,1.8,0.92,red
6,0.4,9.5,0.157,0.99727,1.8,0.91,red
5,1,10,0.102,0.99586,3,0.46,red
6,0.765,10.3,0.243,0.99612,2.4,0.6,red
6,0.635,10.3,0.241,0.9961,2.4,0.59,red
5,0.43,10.5,0.079,0.99788,3.4,0.61,red
5,0.52,9.8,0.076,0.99745,2.6,0.6,red
6,0.57,9.4,0.19,0.99676,2,0.6,red
5,0.46,9.8,0.114,0.99732,2.4,0.65,red
5,0.82,10,0.081,0.99814,2.4,0.53,red
5,0.46,9.8,0.114,0.99732,2.4,0.65,red
5,0.59,9.8,0.077,0.99746,2.5,0.59,red
5,0.35,9.5,0.083,0.9982,2.3,0.5,red
5,0.35,9.5,0.083,0.9982,2.3,0.5,red
6,0.56,10.1,0.079,0.9991,2.2,0.56,red
6,0.56,10.1,0.079,0.9991,2.2,0.56,red
5,0.63,9.3,0.099,0.998,2.9,0.52,red
6,0.37,9.7,0.082,0.99708,2.6,0.68,red
5,0.64,9.6,0.084,0.99818,2.9,0.54,red
6,0.61,9.7,0.081,0.99745,2.5,0.6,red
5,0.6,10.8,0.055,0.99639,2.6,0.56,red
6,0.27,12.5,0.065,0.99531,2.3,0.53,red
5,0.89,10.2,0.132,0.99786,2.6,1.18,red
5,0.46,9.6,0.126,0.99746,2.5,0.74,red
7,0.37,10.8,0.038,0.99526,1.6,0.81,red
6,0.5,10.7,0.082,0.9987,3.6,0.52,red
6,0.5,10.7,0.082,0.9987,3.6,0.52,red
5,0.61,9.4,0.082,0.99641,4,0.51,red
5,0.55,10,0.068,0.99735,3.3,0.44,red
7,0.585,12.9,0.044,0.99264,1.7,0.94,red
6,0.56,9.6,0.114,0.9971,2.5,0.66,red
6,0.52,9.9,0.084,0.99682,2.7,0.57,red
7,0.28,12.8,0.052,0.99356,2.4,0.7,red
7,0.25,12.5,0.041,0.99386,2,0.71,red
7,0.28,12.8,0.052,0.99356,2.4,0.7,red
5,0.53,9.2,0.165,0.99702,1.9,0.86,red
6,0.48,10.3,0.07,0.99693,2.8,0.55,red
5,0.49,10.5,0.068,0.99562,2.6,0.47,red
6,0.5,10.9,0.072,1.00012,2.8,0.68,red
5,0.45,10.8,0.099,0.99818,2.5,0.71,red
4,0.39,11.4,0.102,0.99462,2.1,0.58,red
6,0.41,11.3,0.103,0.99939,2.8,0.76,red
5,0.45,10.8,0.099,0.99818,2.5,0.71,red
6,0.51,10.5,0.081,0.9984,3.2,0.58,red
6,0.29,11.9,0.084,0.99545,1.6,0.73,red
5,0.715,9.4,0.071,0.99632,2.35,0.45,red
5,0.66,9.6,0.097,0.99976,3.2,0.54,red
5,0.685,9.7,0.099,0.99606,1.9,0.6,red
7,0.42,14,0.048,0.99154,2.1,0.74,red
5,0.54,9.8,0.076,0.9973,2,0.64,red
5,0.54,9.8,0.076,0.9973,2,0.64,red
5,0.48,10.3,0.068,0.99682,2.8,0.53,red
5,0.46,10.7,0.076,0.99624,2.8,0.49,red
7,0.27,11,0.05,0.9951,2.3,0.64,red
5,0.46,10.7,0.076,0.99624,2.8,0.49,red
8,0.57,12.7,0.065,0.99417,2.3,0.74,red
6,0.61,11.1,0.071,0.99376,2.1,0.77,red
4,0.685,10.9,0.058,0.99632,2.5,0.55,red
6,0.61,11.1,0.071,0.99376,2.1,0.77,red
3,0.44,9.9,0.145,0.99832,1.5,0.86,red
4,0.47,9.9,0.147,0.99836,1.6,0.86,red
5,0.685,9.4,0.088,0.99694,1.6,0.47,red
5,0.665,9.3,0.066,0.99655,1.5,0.51,red
7,0.28,11.7,0.012,0.99064,2.4,0.39,red
7,0.28,11.7,0.012,0.99064,2.4,0.39,red
7,0.31,11.2,0.075,0.99672,1.6,0.83,red
5,0.5,10,0.092,0.99647,2.2,0.47,red
7,0.42,12.1,0.085,0.99736,2.65,0.77,red
5,0.66,10.3,0.115,0.99629,3,0.63,red
6,0.5,10.9,0.119,0.99708,2.6,0.72,red
5,0.685,9.4,0.088,0.9963,2,0.62,red
6,0.25,10.6,0.062,0.9959,1.7,0.83,red
5,0.64,9.8,0.081,0.99689,1.8,0.66,red
5,0.64,9.8,0.081,0.99689,1.8,0.66,red
6,0.68,9.9,0.078,0.9977,1.8,0.7,red
5,0.64,9.8,0.081,0.99689,1.8,0.66,red
